LEAD_ID,CASE_OPENED_DATE,CASE_CLOSED_SUCCESSFUL_DATE,SALES_FUNNEL_STEPS
21709e1f75e63e3,2024-03-06,2024-03-09,Sales Call 1
f1cfc70a10d1fff,2024-07-15,2024-07-15,Sales Call 1
434a01e39109856,2024-02-23,2024-02-25,Sales Call 1
03235df6db7deac,2024-06-27,2024-06-28,Sales Call 1
3c1e958343180a9,2024-03-29,2024-03-29,Sales Call 2
264b8ed342fb624,2024-07-03,2024-07-05,Sales Call 1
7ac41e561dac69f,2024-06-13,2024-06-14,Sales Call 1
6603173c6f35c6c,2024-06-28,2024-06-29,Sales Call 1
81b0fb57ed50f5b,2024-04-21,2024-04-22,Sales Call 1
cee7b96388dd7be,2024-06-17,2024-06-17,Sales Call 1
3f3d9b5bfcd465b,2024-06-18,,Sales Call 1
9bd6db76333b35e,2024-04-08,2024-04-08,Sales Call 1
73ee9f7edd2982b,2024-03-02,2024-03-04,Sales Call 1
be6992b3ff417fb,2024-07-08,2024-07-08,Sales Call 1
9cd47694d5c7bd6,2024-04-05,2024-04-05,Sales Call 2
7453a3fa914566d,2024-05-07,2024-05-07,Sales Call 1
e2f13957dcc54b7,2024-06-26,,Sales Call 1
b8c3a400215ecc2,2024-07-12,2024-07-14,Sales Call 1
6be49b1fab8e239,2024-05-27,,Sales Call 1
ec9730815f3f1c2,2024-03-05,2024-03-05,Sales Call 1
76cab3eccd0b0c0,2024-07-16,2024-07-16,Sales Call 1
00e6161df4c3953,2024-04-30,2024-04-30,PV System Sold
761743ffb060f65,2024-07-11,2024-07-12,Sales Call 1
0690adb79e68d9e,2024-03-08,2024-03-10,Sales Call 1
6ce0930ed27edd6,2024-07-19,2024-07-19,Sales Call 1
de6fca31f69cdb6,2024-06-25,2024-06-25,Sales Call 1
29dd51930855b31,2024-06-02,,Sales Call 1
0ce612154d80bc8,2024-04-22,2024-04-22,Sales Call 1
68c64e3f9b17c0c,2024-07-11,,Sales Call 1
41f7ef288cbb9db,2024-05-06,2024-05-06,Sales Call 1
4e2e959c2ddb550,2024-04-13,2024-04-13,Sales Call 2
28736b4ecf1b64e,2024-04-12,2024-04-12,Sales Call 1
33aa0676121abaf,2024-06-24,2024-06-24,Sales Call 1
eb559fce34fb313,2024-06-21,2024-06-21,Sales Call 2
cd15142821c8c4f,2024-06-20,,Sales Call 1
d861fadf626e8b9,2024-03-23,2024-03-26,Sales Call 1
587c8aa33061880,2024-06-12,2024-06-14,Sales Call 1
19a133be3250cec,2024-07-12,2024-07-13,Sales Call 1
7eec51d5ef134c2,2024-07-18,,Sales Call 1
734e43e6c7ac924,2024-02-29,2024-03-02,Sales Call 1
d781ceeaceef66f,2024-03-10,2024-03-11,Sales Call 1
dfc3ba8d796ca98,2024-05-21,2024-05-21,Sales Call 1
02ba22b46748b4d,2024-04-26,,Sales Call 1
aefa316a7c70044,2024-05-05,,Sales Call 1
42a8b8bd5d15eb8,2024-05-29,2024-05-31,Sales Call 1
3d311c9f54df885,2024-06-08,2024-06-09,PV System Sold
e1856b027a509df,2024-09-28,2024-09-28,Sales Call 2
be27a18c76b2f8e,2024-06-17,2024-06-18,Sales Call 1
eb0a1d0c50a7dab,2024-06-22,,Sales Call 1
cc923e9d3e6fd8e,2024-04-22,2024-04-23,Sales Call 1
055b84fffbf1f8f,2024-04-13,2024-04-14,Sales Call 1
2d932cbfcd762b5,2024-04-10,2024-04-12,PV System Sold
2974b750e4fc862,2024-06-14,2024-06-15,Sales Call 1
bbad8d736c4ed3f,2024-04-05,2024-04-05,Sales Call 1
5e347efe09d108f,2024-04-25,2024-04-27,Sales Call 1
a67c543d689fb6e,2024-03-22,,Sales Call 1
30eec5a6162299f,2024-07-13,2024-07-14,Sales Call 2
23d447fcf5040bf,2024-05-06,2024-05-06,Sales Call 2
300a457d74db76f,2024-05-14,2024-05-14,Sales Call 1
1b291d1d8b4187a,2024-06-29,2024-06-29,Sales Call 1
0d05c119b27603b,2024-06-15,2024-06-15,Sales Call 1
b786d3c4834ad68,2024-07-16,2024-07-19,Sales Call 1
96efbb660281d80,2024-07-09,2024-07-10,Sales Call 1
fc223068c0ddc7f,2024-04-22,2024-07-21,Sales Call 1
c958a49158b2691,2024-07-04,,Sales Call 1
41add57ec0b0892,2024-05-23,,Sales Call 1
8b51aa14743d4fb,2024-04-27,2024-04-28,Sales Call 1
263e470ecd135fa,2024-06-22,2024-06-22,Sales Call 2
58b961a0a9ba5a2,2024-03-22,2024-03-25,Sales Call 1
b6dfe94b622ea4b,2024-05-27,2024-05-28,Sales Call 1
d4961aeda0d3502,2024-06-12,2024-06-14,Sales Call 1
e86966666e7a363,2024-03-05,2024-03-06,PV System Sold
1c6ce768bbd833f,2024-05-31,2024-06-01,Sales Call 1
74071c44b4eb824,2024-05-23,2024-05-24,Sales Call 1
36011e035842dd9,2024-05-24,2024-05-24,Sales Call 1
b79782302c84af0,2024-07-18,2024-07-20,Sales Call 1
f784d12bb733ce2,2024-02-20,2024-02-24,Sales Call 1
d441995ab0bc159,2024-03-22,2024-03-25,Sales Call 1
de4fe6b1f4e73c1,2024-03-14,2024-03-16,Sales Call 1
c8054e9931d84b7,2024-05-14,,Sales Call 1
42ff325f0f21893,2024-03-16,2024-03-16,PV System Sold
f68a96888026ed9,2024-06-22,2024-06-22,Sales Call 1
8f91cd86194c528,2024-04-12,2024-04-12,Sales Call 1
1c6079d3ee1361e,2024-06-20,2024-06-21,Sales Call 1
bc240ed78c99e9b,2024-09-08,2024-09-08,PV System Sold
74f25ac855d6258,2024-06-13,2024-06-14,Sales Call 1
0ef03a8ece0a107,2024-07-17,2024-07-19,Sales Call 1
8f154e285c8c9d8,2024-06-19,2024-06-21,Sales Call 1
6b4705120c47032,2024-07-07,2024-07-07,Sales Call 1
7062f85f2e46208,2024-06-05,2024-06-05,Sales Call 2
30a78cf94ad9d84,2024-05-18,2024-05-19,Sales Call 1
ac0ea1008643a3e,2024-06-23,2024-06-23,Sales Call 1
ed9726789055fa3,2024-06-16,2024-06-16,Sales Call 1
ad76ef018c55887,2024-04-29,2024-04-29,Sales Call 1
f5842c202ba999c,2024-07-16,2024-07-16,Sales Call 1
514d9e1ca3c8f02,2024-06-29,2024-06-29,PV System Sold
245f1342306e9ac,2024-06-14,2024-06-14,Sales Call 2
ca88c2e9689d7fe,2024-06-18,2024-06-18,Sales Call 2
7c48ba25f7dbe64,2024-03-18,,Sales Call 1
e119d03cfb12b31,2024-07-11,2024-07-12,Sales Call 1
d07fdd668808a0f,2024-05-03,,Sales Call 1
7ec801bfa50697a,2024-06-13,2024-06-14,Sales Call 1
19c98d14339be37,2024-06-30,,Sales Call 1
cbea7ea11007a48,2024-03-23,2024-03-26,Sales Call 1
62cde5de0ad0754,2024-06-04,2024-06-04,Sales Call 1
4cb19b491644db0,2024-07-06,2024-07-07,Sales Call 1
59a0740623e97d2,2024-03-18,2024-03-20,Sales Call 1
7a9e63f17ba52eb,2024-06-08,,Sales Call 1
4142bb9e110158e,2024-07-11,2024-07-13,Sales Call 1
51685bed72a539b,2024-02-21,2024-02-24,Sales Call 1
a960fda1170ae26,2024-10-22,2024-10-22,PV System Sold
84607112396a475,2024-07-18,2024-07-20,Sales Call 1
3c311dc330a7e06,2024-03-15,2024-03-17,Sales Call 1
2ca4b3186bd5503,2024-06-19,2024-06-21,Sales Call 1
7cba862dd93789a,2024-03-22,2024-03-24,Sales Call 1
c9ff958cb92b97a,2024-06-15,2024-06-15,Sales Call 1
e8825089dcffb95,2024-03-31,2024-03-31,PV System Sold
1710f67536759b8,2024-05-25,2024-05-26,Sales Call 1
d3c2ec25ddc24ed,2024-05-31,2024-06-01,Sales Call 1
30412a3503a8135,2024-03-25,2024-03-29,Sales Call 1
0071e373c443bdd,2024-05-02,,Sales Call 1
ab0606011a3908c,2024-06-30,,Sales Call 1
357076fec0eb2ac,2024-03-17,2024-03-19,Sales Call 1
51470bae9de95c0,2024-05-10,2024-05-10,Sales Call 1
66cfdf7268f5ae2,2024-05-14,2024-05-14,Sales Call 2
31eacf0d0fab125,2024-07-03,2024-07-05,Sales Call 1
d4a0b2a9d08917b,2024-03-19,2024-03-22,Sales Call 1
f1ddb825bcfb7c5,2024-04-06,2024-04-07,Sales Call 1
b0269b889cf80ba,2024-03-05,2024-03-08,Sales Call 1
87fcf790678bead,2024-08-25,2024-08-25,PV System Sold
16a4494a6845958,2024-03-21,2024-03-24,Sales Call 1
ba25647e641cf49,2024-04-16,2024-04-16,Sales Call 1
2052800fe247a6d,2024-07-21,2024-07-22,Sales Call 1
023baa264d8e1f6,2024-04-24,2024-04-26,Sales Call 1
f9862ca28521bc7,2024-03-05,2024-03-05,Sales Call 1
c0daaadaff60738,2024-03-28,,Sales Call 1
706a7fffb7c15dd,2024-04-29,2024-04-30,Sales Call 1
85aecd3dbe90865,2024-05-12,2024-05-12,Sales Call 2
c48a174b5d4ac90,2024-06-29,2024-06-29,Sales Call 1
f7c55eae889373e,2024-04-12,2024-04-13,Sales Call 1
e304d9b2a9664ca,2024-03-05,2024-03-08,Sales Call 1
ce2491ba42983fa,2024-06-18,2024-06-18,Sales Call 1
06753c8c540a388,2024-04-15,2024-04-15,Sales Call 1
cc7a5bf7d5a3506,2024-07-12,2024-07-14,Sales Call 1
7120edf46aa3c7d,2024-03-22,,Sales Call 1
766a38a5447ee84,2024-03-10,2024-03-11,Sales Call 1
7106c7d4639fb2a,2024-04-04,2024-04-06,Sales Call 1
a475dfec7e5a452,2024-06-13,2024-06-14,Sales Call 1
c5c84f4cb8a4a8c,2024-05-28,2024-05-29,Sales Call 1
40a0788199e9fe1,2024-04-06,2024-04-07,Sales Call 1
38b9996f8d9731f,2024-05-11,2024-05-12,Sales Call 1
d75dc30fd8db663,2024-06-11,,PV System Sold
eee55da9ea16cfe,2024-03-26,2024-03-26,PV System Sold
115bcbd78edd5f5,2024-03-24,2024-03-29,Sales Call 1
85489f4a26627ac,2024-06-16,2024-06-16,Sales Call 2
26ade3bdd3cbcdb,2024-06-13,2024-06-14,Sales Call 1
c74c715a270fb9a,2024-04-09,2024-04-09,PV System Sold
ca797bc47facaf5,2024-05-03,2024-05-04,Sales Call 1
e30fed055761153,2024-04-27,2024-04-28,Sales Call 1
8a43b4e57b9785d,2024-03-09,2024-03-11,Sales Call 1
b17d5e33e32c10c,2024-03-22,2024-03-25,Sales Call 1
b0fa5d2fb107ddf,2024-04-11,2024-04-12,Sales Call 1
de5a72880e8956e,2024-06-09,2024-06-09,Sales Call 1
a39e646123f7301,2024-05-11,2024-05-12,Sales Call 1
8d71c5f201234f1,2024-06-23,2024-06-23,Sales Call 1
fb4edf32243dd5c,2024-03-13,2024-03-15,Sales Call 1
41619db64e47489,2024-04-27,2024-04-28,Sales Call 1
f56b877de3b4fde,2024-03-24,2024-03-29,Sales Call 1
2864f2842f9a088,2024-06-28,2024-06-29,Sales Call 1
f57eec28b725e55,2024-05-23,2024-05-25,Sales Call 1
5abeae54134ae24,2024-04-21,2024-04-22,Sales Call 1
a03a1dfcd8ed9c3,2024-04-28,,Sales Call 1
3d70b08cb6a33df,2024-07-18,2024-07-20,Sales Call 1
bfd0e1cbeb5de43,2024-04-20,,Sales Call 1
308f7b42cdf687c,2024-07-22,2024-07-22,Sales Call 2
1d0ead4c5018c93,2024-04-26,2024-04-27,Sales Call 1
9cba2866f25002f,2024-03-02,2024-03-04,Sales Call 1
b280819b2c37836,2024-03-19,2024-03-22,Sales Call 1
db4e05a2d935bec,2024-04-16,2024-04-16,Sales Call 1
5db498a28f0ca78,2024-03-19,2024-03-22,Sales Call 1
f21d11d46df7471,2024-04-02,2024-04-05,Sales Call 1
a070140df29d82e,2024-07-13,2024-07-14,Sales Call 1
af1654f6f4c8221,2024-05-16,2024-05-17,Sales Call 1
30c4dcd6dc6748a,2024-04-07,,Sales Call 1
0f3ad7ed587f443,2024-07-16,2024-07-16,Sales Call 1
7555eef323bcbc0,2024-04-17,2024-04-19,Sales Call 1
5df21eca0a31de6,2024-05-31,2024-06-01,Sales Call 1
449332100cbdedd,2024-09-29,2024-09-29,Sales Call 2
38f9956d6557080,2024-05-24,2024-05-25,Sales Call 1
8e812cce41ab04d,2024-07-22,2024-07-22,PV System Sold
e2d8debf9c57da2,2024-05-17,2024-05-18,Sales Call 1
5369816810e5212,2024-06-14,2024-06-14,Sales Call 2
ac0c5f1bafefc64,2024-06-06,,Sales Call 1
6a6c931f14ef3cb,2024-05-05,2024-05-05,Sales Call 2
2f5cb9eeee0adde,2024-03-16,,Sales Call 1
d4e6513ea69872b,2024-05-16,2024-05-18,Sales Call 1
b7d6cdbdfeba9db,2024-02-23,,Sales Call 1
6fcd11aab847694,2024-07-15,2024-07-15,Sales Call 2
d53925a0284adb2,2024-03-08,,Sales Call 1
e22f57c9bff3edf,2024-07-06,2024-07-07,Sales Call 1
8e3e07cb19c1556,2024-05-24,2024-05-24,PV System Sold
df06272baa4b194,2024-07-17,2024-07-20,Sales Call 1
42f892c35555937,2024-03-31,2024-04-02,Sales Call 1
241318a6fd15890,2024-06-05,,Sales Call 1
d941cd19940cd58,2024-06-02,2024-06-02,Sales Call 1
56b74c4ffd1e96d,2024-03-29,2024-04-01,Sales Call 1
553a047c9552bab,2024-06-18,,Sales Call 1
74a19cd800b82a1,2024-03-26,,Sales Call 1
1c9e0b1e7577b4e,2024-04-09,2024-04-09,PV System Sold
f67eb9a9bbeae44,2024-07-18,2024-07-19,Sales Call 1
246c97af6ed34bf,2024-04-26,2024-04-27,Sales Call 1
ff315660a93c950,2024-02-27,2024-03-01,Sales Call 1
e02fcbaeeb9829c,2024-06-09,2024-06-09,Sales Call 2
e6854ec00cfc564,2024-03-10,2024-03-11,Sales Call 1
a016c8da0a41e1e,2024-05-05,2024-05-05,Sales Call 1
3662957ce33e34c,2024-04-15,2024-04-15,Sales Call 1
467493563849284,2024-07-12,2024-07-14,Sales Call 1
653c62072bf9ff5,2024-04-19,2024-04-20,Sales Call 1
f28910878f9738a,2024-05-15,2024-05-17,Sales Call 1
d139c60133522fb,2024-03-26,,Sales Call 1
b8ad325bc8a0e63,2024-04-08,2024-04-08,Sales Call 1
83423c8075e49e4,2024-06-25,2024-06-25,Sales Call 1
b3a3569067cca58,2024-06-08,2024-06-08,Sales Call 1
ccc72a5ad2f2e9e,2024-07-12,2024-07-12,Sales Call 1
08e40d1194c2933,2024-04-28,2024-04-28,Sales Call 2
ca35b7bd4e0b149,2024-06-16,2024-06-16,Sales Call 1
b7639d19053f0ae,2024-06-08,2024-06-08,Sales Call 1
796ad0f0a2db9ba,2024-05-24,2024-05-25,Sales Call 1
1fdb30aac77a55f,2024-07-17,2024-07-19,Sales Call 1
211f666bfdec85c,2024-07-13,2024-07-14,Sales Call 1
b06782f7fd0c6d4,2024-07-12,,Sales Call 1
cf148991f220155,2024-06-05,2024-06-07,Sales Call 1
fe821f9a6f873e1,2024-02-22,2024-02-24,Sales Call 1
6b14d1376408cdb,2024-03-27,2024-03-30,Sales Call 1
2033a667aaf939e,2024-03-26,,Sales Call 1
3b05cc3e78e3441,2024-03-23,2024-03-23,PV System Sold
5beb2c7eae7d54a,2024-04-04,2024-04-06,Sales Call 1
16b5a1449f8dc6b,2024-03-21,2024-03-24,Sales Call 1
42ba06c3d2857be,2024-05-14,2024-05-14,Sales Call 2
832f2afd19f71cd,2024-05-08,,Sales Call 1
1ca12f9555fc78e,2024-04-07,2024-04-07,Sales Call 1
287ae5e8669edd9,2024-05-18,2024-05-18,Sales Call 2
f1ed4965213e8f6,2024-03-15,,Sales Call 1
2f11900593efdbd,2024-04-07,2024-04-08,Sales Call 1
1a0db63504378a8,2024-07-06,2024-07-07,Sales Call 1
91deab27f74804a,2024-07-01,2024-07-01,Sales Call 1
d167fa9c457e474,2024-04-14,2024-04-14,Sales Call 1
ed838cb86325f70,2024-06-02,,Sales Call 1
84d48215f8e60d9,2024-04-13,,Sales Call 2
ae5e2406969e809,2024-06-28,2024-06-29,Sales Call 1
fa88a9fc3bd1166,2024-04-30,2024-04-30,Sales Call 1
bbcb38e016df2b4,2024-07-30,2024-08-02,PV System Sold
f6f577337f8916a,2024-03-12,2024-03-12,Sales Call 1
79252fbe33bb76b,2024-07-07,2024-07-07,Sales Call 1
46b80b1d97ca581,2024-06-29,2024-06-29,PV System Sold
857129e689768b1,2024-03-06,2024-03-09,Sales Call 1
e8199d0823c25bf,2024-06-08,2024-06-08,Sales Call 2
f0faf7d8ec37efe,2024-06-18,2024-06-19,Sales Call 1
b2ef688ce6c5ce8,2024-07-02,2024-07-02,Sales Call 1
19d7d209c9cf29e,2024-04-04,2024-04-07,Sales Call 1
13bc46e6b67b8fc,2024-07-15,2024-07-15,Sales Call 1
524ff6d67b9807b,2024-03-24,2024-03-27,Sales Call 1
64570f0cec65ed9,2024-06-19,2024-06-21,Sales Call 1
34d415f6bc02e0a,2024-03-27,2024-03-30,Sales Call 1
81e344c11236da5,2024-04-28,2024-04-28,Sales Call 2
62dc95e984775a4,2024-06-25,2024-06-25,Sales Call 1
5b939745f700351,2024-05-12,2024-05-12,Sales Call 1
b1e54b10cc129da,2024-03-21,2024-03-23,Sales Call 1
bde693547b7f8df,2024-06-05,,Sales Call 1
2af6d5513ce6076,2024-03-20,2024-03-23,Sales Call 1
a8803145885ef18,2024-05-31,2024-06-01,Sales Call 1
fbb9644fcde1182,2024-04-18,2024-04-20,Sales Call 1
c59544648ed0d92,2024-05-02,2024-05-04,Sales Call 1
3f5329bd480e418,2024-07-13,2024-07-14,Sales Call 1
5b84b6612450da7,2024-03-03,2024-03-05,Sales Call 1
220bc6e2735192c,2024-04-11,2024-04-13,Sales Call 1
0d36ede5a96cedc,2024-04-15,2024-04-15,Sales Call 1
1cb3340488ceb5e,2024-03-12,2024-03-12,PV System Sold
04c5ff569617953,2024-04-28,2024-04-29,Sales Call 1
d4dc4dddd4988ce,2024-05-21,2024-05-21,Sales Call 1
b5451c38629622c,2024-06-03,2024-06-11,Sales Call 1
ff846e5bcda07c7,2024-05-20,2024-05-20,Sales Call 1
84067700745d36c,2024-07-01,2024-07-01,Sales Call 2
894907ff29b1a1a,2024-03-29,,Sales Call 2
560217a46b9d8f8,2024-07-15,2024-07-15,Sales Call 2
478dd8e89650682,2024-05-24,2024-05-24,Sales Call 1
edf03650a5b19d1,2024-07-13,2024-07-14,Sales Call 1
8a77c56b23e8463,2024-06-04,,Sales Call 1
100808f7568263c,2024-05-03,2024-05-03,Sales Call 1
d2f7d591c86e494,2024-06-04,,Sales Call 1
f7446ef6a1c0f7e,2024-05-27,2024-05-27,Sales Call 1
474a6a585495a86,2024-03-02,2024-03-03,Sales Call 1
dcbbe8cf954f6e3,2024-04-28,,Sales Call 1
47beb393d204d8f,2024-04-09,2024-04-09,Sales Call 1
b5cfd0b2d17064a,2024-05-26,2024-05-27,Sales Call 1
a61a004db96317e,2024-04-29,2024-04-30,Sales Call 1
a2e2be099c2ee45,2024-04-04,2024-04-05,Sales Call 1
dbbb1613ca19a01,2024-07-10,2024-07-12,Sales Call 1
b45cc379b4c7dc8,2024-04-26,2024-04-27,Sales Call 1
7b5416f125e3ff9,2024-07-12,2024-07-14,Sales Call 1
9db1cdceea43ee0,2024-05-19,,Sales Call 1
e12d879edcd3143,2024-03-01,2024-03-03,Sales Call 1
9563c2db5f18734,2024-03-03,2024-03-04,Sales Call 1
cc2dc93450a5ea2,2024-07-19,2024-07-20,Sales Call 1
9bfb8c0141ff66a,2024-05-23,2024-05-25,Sales Call 1
08eb0dd21d31ff0,2024-06-06,2024-06-08,Sales Call 1
590cb9efd59ed5c,2024-02-23,2024-02-26,Sales Call 1
f7dee7d6289fd52,2024-05-22,2024-06-10,Sales Call 1
15b45190ae0d470,2024-04-22,2024-04-22,Sales Call 2
bdcf237e15354f7,2024-06-17,2024-06-17,Sales Call 1
a2d72828e854930,2024-05-08,,Sales Call 1
95876d3668e8f0c,2024-06-21,2024-06-22,Sales Call 1
ace7e51f71ee79c,2024-02-28,2024-03-02,Sales Call 1
bbeca16f1e2c87c,2024-05-24,2024-05-25,Sales Call 1
7ee5d1f758dfbe9,2024-07-09,2024-07-09,Sales Call 2
57a0b5513d4db41,2024-07-20,2024-07-20,Sales Call 1
15fa75537a00ae2,2024-07-14,2024-07-14,Sales Call 2
ad7be5f5d8a6a12,2024-04-06,2024-04-07,Sales Call 1
e75e62cc2691308,2024-06-09,2024-06-09,Sales Call 1
71a8144e9687d1f,2024-04-15,2024-04-15,Sales Call 1
dab85cb28bfdb34,2024-05-13,2024-05-14,PV System Sold
aa76aabfef5a929,2024-05-10,2024-05-11,Sales Call 1
73e66cc9b40eef2,2024-02-29,2024-03-02,Sales Call 1
5252b97c26fa836,2024-04-03,2024-04-03,Sales Call 1
a68f0922d6cb0fd,2024-04-10,2024-04-12,Sales Call 1
5f20edbb13ac897,2024-05-06,2024-05-07,Sales Call 1
dd3842d29f01ceb,2024-07-03,2024-07-05,Sales Call 1
326112fd81d0bf1,2024-04-23,2024-04-26,Sales Call 1
40cd9a7fd7faeb6,2024-06-17,2024-06-17,Sales Call 2
2d54107054051bb,2024-04-04,2024-04-06,Sales Call 1
55aa2696fd46cee,2024-04-14,2024-04-15,Sales Call 1
65424812ac85dac,2024-05-07,2024-05-07,Sales Call 1
0dfb196a07035da,2024-03-22,,Sales Call 1
a5ac2df0598aa4b,2024-07-06,2024-07-07,PV System Sold
0c1ce21e6b8a912,2024-07-12,2024-07-12,Sales Call 1
d081b91cb289a64,2024-07-09,2024-07-09,Sales Call 1
19e93281c7c952e,2024-04-12,2024-04-13,Sales Call 1
df90f7935a98a70,2024-06-28,2024-06-29,Sales Call 1
e85205e0b16c104,2024-06-30,2024-06-30,Sales Call 1
21cc470d63a3552,2024-05-20,2024-05-20,Sales Call 2
19ce1e25b63b23e,2024-05-11,,Sales Call 1
798643463c7204b,2024-07-12,2024-07-13,PV System Sold
b368fa6f424034f,2024-05-24,2024-05-25,Sales Call 1
d955c4ed98a3975,2024-05-26,,Sales Call 1
7cacdbc480f9d59,2024-02-26,2024-03-02,Sales Call 1
cef28d9499e9451,2024-05-12,2024-05-12,Sales Call 1
ad0dcf0488c993e,2024-06-29,2024-06-29,Sales Call 1
dc4e205b8e7089a,2024-08-04,2024-08-04,PV System Sold
09799825d4d7190,2024-06-29,2024-06-30,Sales Call 1
92cc0b9dc58130b,2024-07-17,2024-07-20,Sales Call 1
259a787d625bf3e,2024-04-02,2024-04-02,Sales Call 1
5185316aaa3ce5a,2024-07-17,2024-07-19,Sales Call 1
90fa98cce5e6eed,2024-06-14,2024-06-15,Sales Call 1
5fb77cca5f85f24,2024-05-13,,Sales Call 1
e0caf1765841ac1,2024-02-20,2024-02-23,Sales Call 1
50f43127b6bce53,2024-07-19,,Sales Call 1
e3141daa602fb82,2024-05-31,2024-06-01,Sales Call 1
c12c498199895dc,2024-03-17,2024-03-18,Sales Call 1
32d3729d2361a89,2024-03-02,2024-03-04,Sales Call 1
e62e37a314e0e70,2024-06-21,2024-06-22,Sales Call 1
f44b1a94d87b092,2024-04-13,2024-04-15,Sales Call 2
04987e086733838,2024-04-30,2024-04-30,Sales Call 1
a0ab086bf3785d2,2024-06-23,2024-06-23,Sales Call 1
57f96cbf3048f44,2024-06-21,2024-06-22,Sales Call 1
60fd6ad92bfebb5,2024-07-16,2024-07-19,Sales Call 1
b0d2588d31f91a4,2024-04-01,,Sales Call 1
11af63120cac224,2024-04-14,2024-04-15,Sales Call 1
71375aff682aba7,2024-04-07,2024-04-08,Sales Call 1
03624e6cd99994e,2024-05-25,,Sales Call 1
189e124decd9037,2024-04-09,2024-04-09,Sales Call 1
0311c0e634559d0,2024-04-02,2024-04-02,Sales Call 1
634bae3bd743097,2024-04-05,2024-04-05,Sales Call 1
312fca0fe9df753,2024-06-15,2024-06-15,Sales Call 1
8738179a5660bf9,2024-04-14,2024-04-14,Sales Call 1
e988495307defe0,2024-07-10,2024-07-12,Sales Call 1
be17bfc259fde8d,2024-03-23,2024-03-24,Sales Call 1
d9ef78a97ea411d,2024-03-09,2024-03-09,Sales Call 1
69858564018317d,2024-02-28,2024-03-01,Sales Call 1
d3ff90afc42efff,2024-05-04,2024-05-05,Sales Call 1
5cc7fa362e009d1,2024-04-23,2024-04-26,Sales Call 1
cc6f5198792a9d4,2024-04-13,2024-04-14,Sales Call 1
22cd69082e3e3c1,2024-07-17,2024-07-19,Sales Call 1
be21ce6aea03e8f,2024-06-01,2024-06-01,Sales Call 1
3aad031c0914a9b,2024-02-21,2024-02-24,Sales Call 1
b04d91b6877fe94,2024-05-17,2024-05-17,Sales Call 2
66b857dee4369bc,2024-03-13,2024-03-15,Sales Call 1
c00b47bfc5922e5,2024-06-14,2024-06-15,Sales Call 1
21801a1e74e64a8,2024-02-25,2024-02-26,Sales Call 1
7add7094274ea68,2024-03-17,,Sales Call 1
8d8c824d9651caa,2024-03-30,2024-03-30,Sales Call 2
5ac24c70df9892b,2024-04-08,,Sales Call 2
97154490e4e4396,2024-06-05,2024-06-07,Sales Call 1
9427bcd58dad9fe,2024-06-07,2024-06-08,PV System Sold
29bdbcca6041dbd,2024-07-16,2024-07-16,Sales Call 1
a621a065b216107,2024-06-24,,Sales Call 1
a0855c2894d2743,2024-07-16,2024-07-16,Sales Call 1
581c391a7bccc17,2024-07-04,2024-07-05,Sales Call 1
a0d313c67936c22,2024-05-07,2024-05-07,Sales Call 1
ff54e219dc41d19,2024-04-15,2024-04-16,Sales Call 1
478c51dcc0b03d8,2024-04-23,,Sales Call 1
5ed56786a6e7d2c,2024-06-07,2024-06-08,Sales Call 1
8a37d3d096c7248,2024-06-27,2024-06-28,Sales Call 1
1df7f57db9f542a,2024-05-04,2024-05-05,Sales Call 1
e74fbf729612138,2024-04-24,2024-04-24,Sales Call 2
0b89b04d4794180,2024-05-05,2024-05-05,Sales Call 2
e0e6031db887836,2024-05-21,2024-05-21,Sales Call 1
ee01b3221694595,2024-05-16,2024-05-17,Sales Call 1
fd11739b529f61f,2024-06-01,,Sales Call 1
18c523e61576150,2024-05-30,2024-05-31,Sales Call 1
c03e4665a8dcef0,2024-03-28,2024-03-31,Sales Call 1
24efdef466afedd,2024-05-04,2024-05-05,Sales Call 1
35012d0e428b279,2024-06-01,2024-06-01,Sales Call 1
7cbd7ff50517857,2024-03-08,2024-03-10,Sales Call 1
7d70928289202d5,2024-05-09,2024-05-11,Sales Call 1
8d7110150490329,2024-06-13,2024-06-14,Sales Call 1
a09cc67aee4e5e8,2024-06-28,2024-06-29,Sales Call 1
30d3afd02040433,2024-03-01,2024-03-01,Sales Call 1
7ad0430428c9d1b,2024-06-16,2024-06-16,Sales Call 1
49385cdb160b6b2,2024-04-06,2024-04-07,Sales Call 1
01dc594462ecd92,2024-06-02,2024-06-02,Sales Call 1
875792769eb4c8e,2024-05-14,2024-05-14,Sales Call 1
4d1e619791625c7,2024-07-15,2024-07-16,PV System Sold
cd1196579aad7a8,2024-03-04,2024-03-05,Sales Call 1
4864aced6fa570b,2024-07-11,,Sales Call 1
cfbc047fbd50718,2024-06-29,2024-06-29,PV System Sold
363d3483a8d9a8f,2024-06-28,,Sales Call 1
a10dc1464f4f010,2024-07-15,2024-07-15,Sales Call 1
341560b3a888d4b,2024-03-11,2024-03-12,Sales Call 1
f2be7ef0aef1d18,2024-05-05,2024-05-05,Sales Call 1
a534a5ccc9f8ef5,2024-05-07,,Sales Call 1
692f35ac6ac967a,2024-06-03,,Sales Call 1
f004364e70a1c47,2024-05-26,2024-05-26,Sales Call 2
9e340dc9bc99386,2024-07-01,2024-07-01,Sales Call 1
0914718c6be1a2c,2024-03-22,2024-03-25,Sales Call 1
b640f428a259cd0,2024-04-10,2024-04-12,Sales Call 1
